,SEQN,Money_spent_at_supermarket_grocery_store,Money_spent_on_food_at_other_stores,Money_spent_eating_out,Money_spent_carryout_delivered_foods
1702,85434.0,400.0,100.0,0.0,50.0
1703,85435.0,400.0,20.0,192.0,0.0
1704,85436.0,600.0,100.0,100.0,0.0
1705,85437.0,500.0,0.0,100.0,100.0
1706,85438.0,500.0,100.0,550.0,0.0
1707,85439.0,450.0,200.0,350.0,150.0
1708,85440.0,80.0,400.0,420.0,80.0
1709,85441.0,250.0,50.0,200.0,0.0
1710,85442.0,400.0,50.0,80.0,20.0
1711,85443.0,500.0,200.0,80.0,80.0
1712,85444.0,300.0,140.0,90.0,21.0
1713,85445.0,100.0,0.0,0.0,0.0
1714,85446.0,200.0,128.0,50.0,0.0
1715,85447.0,200.0,0.0,0.0,0.0
1716,85448.0,428.0,40.0,75.0,0.0
1717,85449.0,350.0,100.0,200.0,40.0
1718,85450.0,200.0,0.0,30.0,0.0
1719,85451.0,400.0,40.0,150.0,30.0
1720,85452.0,700.0,0.0,350.0,35.0
1721,85453.0,600.0,200.0,60.0,30.0
1722,85454.0,300.0,300.0,400.0,100.0
1723,85455.0,857.0,0.0,0.0,40.0
1724,85456.0,171.0,2.0,0.0,0.0
1725,85457.0,0.0,500.0,171.0,0.0
1726,85458.0,250.0,150.0,40.0,40.0
1727,85459.0,900.0,300.0,9.0,0.0
1728,85460.0,800.0,150.0,200.0,50.0
1729,85461.0,,,,
1730,85462.0,642.0,100.0,300.0,30.0
1731,85463.0,800.0,200.0,90.0,0.0
1732,85464.0,428.0,0.0,85.0,0.0
1733,85465.0,200.0,60.0,600.0,8.0
1734,85466.0,900.0,100.0,200.0,100.0
1735,85467.0,30.0,40.0,0.0,0.0
1736,85468.0,428.0,642.0,128.0,0.0
1737,85469.0,150.0,0.0,300.0,20.0
1738,85470.0,400.0,50.0,0.0,0.0
1739,85471.0,300.0,100.0,0.0,0.0
1740,85472.0,6428.0,300.0,0.0,0.0
1741,85473.0,600.0,0.0,200.0,50.0
1742,85474.0,642.0,300.0,60.0,0.0
1743,85475.0,1000.0,0.0,30.0,25.0
1744,85476.0,800.0,0.0,200.0,100.0
1745,85477.0,400.0,50.0,342.0,0.0
1746,85478.0,150.0,300.0,0.0,0.0
1747,85479.0,400.0,0.0,100.0,0.0
1748,85480.0,600.0,100.0,0.0,25.0
1749,85481.0,80.0,30.0,40.0,0.0
1750,85482.0,400.0,300.0,200.0,50.0
1751,85483.0,600.0,1540.0,100.0,0.0
1752,85484.0,400.0,0.0,150.0,0.0
1753,85485.0,225.0,20.0,175.0,40.0
1754,85486.0,857.0,0.0,857.0,214.0
1755,85487.0,400.0,300.0,300.0,40.0
1756,85488.0,3000.0,0.0,200.0,30.0
1757,85489.0,500.0,100.0,400.0,75.0
1758,85490.0,200.0,0.0,60.0,0.0
1759,85491.0,300.0,100.0,128.0,107.0
1760,85492.0,500.0,50.0,250.0,50.0
1761,85493.0,60.0,20.0,150.0,0.0
1762,85494.0,350.0,300.0,250.0,100.0
1763,85495.0,800.0,200.0,100.0,0.0
1764,85496.0,400.0,200.0,150.0,0.0
1765,85497.0,850.0,0.0,200.0,50.0
1766,85498.0,700.0,300.0,200.0,85.0
1767,85499.0,85.0,8.0,257.0,60.0
1768,85500.0,857.0,0.0,400.0,200.0
1769,85501.0,,,,
1770,85502.0,150.0,0.0,80.0,30.0
1771,85503.0,,,,
1772,85504.0,1000.0,0.0,600.0,0.0
1773,85505.0,642.0,100.0,250.0,20.0
1774,85506.0,325.0,325.0,85.0,0.0
1775,85507.0,275.0,175.0,60.0,30.0
1776,85508.0,150.0,100.0,0.0,50.0
1777,85509.0,400.0,50.0,100.0,0.0
1778,85510.0,400.0,0.0,0.0,0.0
1779,85511.0,200.0,0.0,150.0,150.0
1780,85512.0,200.0,219.0,214.0,0.0
1781,85513.0,400.0,0.0,200.0,40.0
1782,85514.0,600.0,200.0,170.0,80.0
1783,85515.0,200.0,257.0,0.0,60.0
1784,85516.0,1714.0,428.0,257.0,200.0
1785,85517.0,514.0,30.0,125.0,0.0
1786,85518.0,385.0,0.0,128.0,0.0
1787,85519.0,1000.0,100.0,40.0,300.0
1788,85520.0,700.0,0.0,40.0,0.0
1789,85521.0,428.0,0.0,50.0,0.0
1790,85522.0,500.0,0.0,0.0,50.0
1791,85523.0,200.0,0.0,800.0,0.0
1792,85524.0,500.0,110.0,200.0,85.0
1793,85525.0,500.0,200.0,100.0,0.0
1794,85526.0,700.0,0.0,300.0,0.0
1795,85527.0,642.0,100.0,300.0,30.0
1796,85528.0,300.0,500.0,30.0,0.0
1797,85529.0,600.0,100.0,60.0,75.0
1798,85530.0,150.0,25.0,0.0,20.0
1799,85531.0,400.0,0.0,0.0,0.0
1800,85532.0,428.0,642.0,150.0,0.0
1801,85533.0,700.0,0.0,80.0,30.0
1802,85534.0,400.0,200.0,150.0,0.0
1803,85535.0,700.0,0.0,20.0,0.0
1804,85536.0,400.0,0.0,0.0,0.0
1805,85537.0,,,,
1806,85538.0,650.0,150.0,40.0,0.0
1807,85539.0,650.0,750.0,0.0,0.0
1808,85540.0,790.0,100.0,40.0,0.0
1809,85541.0,857.0,214.0,0.0,0.0
1810,85542.0,200.0,0.0,100.0,33.0
1811,85543.0,500.0,200.0,50.0,25.0
1812,85544.0,212.0,30.0,0.0,15.0
1813,85545.0,34.0,64.0,192.0,0.0
1814,85546.0,428.0,0.0,50.0,0.0
1815,85547.0,320.0,100.0,20.0,0.0
1816,85548.0,100.0,300.0,0.0,10.0
1817,85549.0,,,0.0,0.0
1818,85550.0,428.0,0.0,214.0,0.0
1819,85551.0,100.0,50.0,250.0,200.0
1820,85552.0,300.0,50.0,150.0,40.0
1821,85553.0,428.0,0.0,64.0,0.0
1822,85554.0,450.0,0.0,200.0,0.0
1823,85555.0,450.0,100.0,100.0,
1824,85556.0,400.0,200.0,0.0,0.0
1825,85557.0,500.0,200.0,50.0,0.0
1826,85558.0,300.0,160.0,50.0,30.0
1827,85559.0,100.0,600.0,100.0,0.0
1828,85560.0,857.0,428.0,257.0,0.0
1829,85561.0,600.0,40.0,,0.0
1830,85562.0,300.0,100.0,35.0,0.0
1831,85563.0,,,,
1832,85564.0,250.0,60.0,100.0,0.0
1833,85565.0,514.0,214.0,60.0,0.0
1834,85566.0,300.0,50.0,100.0,0.0
1835,85567.0,300.0,20.0,0.0,0.0
1836,85568.0,350.0,150.0,200.0,20.0
1837,85569.0,350.0,100.0,75.0,40.0
1838,85570.0,642.0,30.0,150.0,0.0
1839,85571.0,200.0,40.0,100.0,20.0
1840,85572.0,300.0,0.0,150.0,50.0
1841,85573.0,600.0,200.0,150.0,50.0
1842,85574.0,300.0,200.0,0.0,0.0
1843,85575.0,400.0,100.0,300.0,0.0
1844,85576.0,450.0,0.0,0.0,0.0
1845,85577.0,400.0,0.0,100.0,50.0
1846,85578.0,150.0,0.0,214.0,0.0
1847,85579.0,100.0,300.0,160.0,30.0
1848,85580.0,400.0,1125.0,0.0,80.0
1849,85581.0,200.0,0.0,80.0,0.0
1850,85582.0,400.0,300.0,300.0,0.0
1851,85583.0,400.0,25.0,90.0,0.0
1852,85584.0,857.0,42.0,642.0,0.0
1853,85585.0,150.0,0.0,50.0,25.0
1854,85586.0,857.0,40.0,30.0,0.0
1855,85587.0,500.0,200.0,100.0,20.0
1856,85588.0,214.0,100.0,128.0,10.0
1857,85589.0,300.0,0.0,100.0,0.0
1858,85590.0,0.0,400.0,0.0,100.0
1859,85591.0,857.0,0.0,85.0,0.0
1860,85592.0,800.0,0.0,50.0,20.0
1861,85593.0,857.0,428.0,300.0,171.0
1862,85594.0,400.0,100.0,300.0,0.0
1863,85595.0,600.0,0.0,50.0,0.0
1864,85596.0,350.0,100.0,100.0,56.0
1865,85597.0,140.0,0.0,0.0,0.0
1866,85598.0,200.0,250.0,235.0,50.0
1867,85599.0,225.0,0.0,200.0,0.0
1868,85600.0,0.0,800.0,300.0,200.0
1869,85601.0,400.0,857.0,428.0,0.0
1870,85602.0,800.0,100.0,100.0,0.0
1871,85603.0,428.0,120.0,128.0,30.0
1872,85604.0,150.0,2.0,0.0,14.0
1873,85605.0,500.0,100.0,200.0,50.0
1874,85606.0,400.0,50.0,3000.0,0.0
1875,85607.0,600.0,0.0,200.0,50.0
1876,85608.0,250.0,85.0,100.0,0.0
1877,85609.0,428.0,300.0,0.0,0.0
1878,85610.0,857.0,40.0,30.0,0.0
1879,85611.0,850.0,0.0,500.0,100.0
1880,85612.0,100.0,100.0,100.0,0.0
1881,85613.0,700.0,0.0,150.0,50.0
1882,85614.0,400.0,220.0,0.0,33.0
1883,85615.0,500.0,100.0,150.0,100.0
1884,85616.0,200.0,200.0,428.0,25.0
1885,85617.0,300.0,0.0,80.0,20.0
1886,85618.0,300.0,75.0,200.0,50.0
1887,85619.0,200.0,257.0,0.0,60.0
1888,85620.0,1714.0,214.0,214.0,128.0
1889,85621.0,200.0,,0.0,0.0
1890,85622.0,1200.0,300.0,180.0,30.0
1891,85623.0,600.0,0.0,400.0,50.0
1892,85624.0,120.0,85.0,171.0,0.0
1893,85625.0,400.0,200.0,400.0,0.0
1894,85626.0,300.0,0.0,0.0,0.0
1895,85627.0,250.0,100.0,342.0,30.0
1896,85628.0,1000.0,500.0,750.0,200.0
1897,85629.0,857.0,100.0,44.0,0.0
1898,85630.0,300.0,50.0,100.0,0.0
1899,85631.0,600.0,100.0,150.0,50.0
1900,85632.0,300.0,20.0,75.0,0.0
1901,85633.0,857.0,428.0,80.0,107.0
1902,85634.0,2800.0,200.0,100.0,0.0
1903,85635.0,200.0,800.0,150.0,100.0
1904,85636.0,200.0,200.0,60.0,80.0
1905,85637.0,225.0,192.0,100.0,0.0
1906,85638.0,400.0,200.0,300.0,50.0
1907,85639.0,600.0,0.0,0.0,0.0
1908,85640.0,1071.0,214.0,642.0,0.0
1909,85641.0,300.0,0.0,200.0,0.0
1910,85642.0,40.0,60.0,100.0,0.0
1911,85643.0,0.0,600.0,0.0,80.0
1912,85644.0,342.0,171.0,21.0,0.0
1913,85645.0,200.0,214.0,128.0,128.0
1914,85646.0,650.0,0.0,0.0,28.0
1915,85647.0,428.0,0.0,100.0,0.0
1916,85648.0,150.0,0.0,14.0,0.0
1917,85649.0,450.0,40.0,0.0,0.0
1918,85650.0,800.0,100.0,200.0,0.0
1919,85651.0,400.0,200.0,100.0,20.0
1920,85652.0,800.0,100.0,200.0,0.0
1921,85653.0,400.0,60.0,300.0,20.0
1922,85654.0,428.0,42.0,400.0,0.0
1923,85655.0,500.0,0.0,100.0,0.0
1924,85656.0,500.0,0.0,50.0,0.0
1925,85657.0,750.0,150.0,428.0,85.0
1926,85658.0,,,,
1927,85659.0,350.0,350.0,70.0,60.0
1928,85660.0,535.0,0.0,450.0,0.0
1929,85661.0,0.0,600.0,100.0,0.0
1930,85662.0,200.0,60.0,0.0,0.0
1931,85663.0,500.0,150.0,100.0,50.0
1932,85664.0,200.0,300.0,250.0,0.0
1933,85665.0,400.0,250.0,400.0,0.0
1934,85666.0,275.0,175.0,60.0,30.0
1935,85667.0,400.0,0.0,128.0,20.0
1936,85668.0,85.0,6.0,0.0,0.0
1937,85669.0,0.0,300.0,100.0,0.0
1938,85670.0,557.0,128.0,85.0,0.0
1939,85671.0,500.0,300.0,0.0,0.0
1940,85672.0,50.0,20.0,75.0,0.0
1941,85673.0,600.0,100.0,80.0,0.0
1942,85674.0,300.0,75.0,200.0,50.0
1943,85675.0,50.0,25.0,150.0,25.0
1944,85676.0,600.0,200.0,30.0,0.0
1945,85677.0,857.0,50.0,300.0,120.0
1946,85678.0,600.0,100.0,200.0,0.0
1947,85679.0,400.0,0.0,0.0,20.0
1948,85680.0,342.0,20.0,225.0,0.0
1949,85681.0,300.0,200.0,100.0,50.0
1950,85682.0,500.0,80.0,20.0,0.0
1951,85683.0,428.0,85.0,428.0,0.0
1952,85684.0,600.0,80.0,0.0,50.0
1953,85685.0,130.0,80.0,90.0,25.0
1954,85686.0,1607.0,300.0,375.0,50.0
1955,85687.0,0.0,200.0,171.0,30.0
1956,85688.0,642.0,0.0,70.0,0.0
1957,85689.0,,,,
1958,85690.0,600.0,150.0,350.0,0.0
1959,85691.0,450.0,0.0,85.0,0.0
1960,85692.0,200.0,0.0,0.0,0.0
1961,85693.0,600.0,0.0,200.0,0.0
1962,85694.0,500.0,100.0,0.0,0.0
1963,85695.0,,,,
1964,85696.0,600.0,0.0,100.0,25.0
1965,85697.0,55.0,10.0,0.0,0.0
1966,85698.0,400.0,100.0,100.0,50.0
1967,85699.0,300.0,200.0,200.0,0.0
1968,85700.0,300.0,100.0,150.0,0.0
1969,85701.0,0.0,300.0,200.0,0.0
1970,85702.0,214.0,20.0,80.0,70.0
1971,85703.0,0.0,600.0,150.0,0.0
1972,85704.0,700.0,200.0,150.0,0.0
1973,85705.0,400.0,50.0,240.0,40.0
1974,85706.0,200.0,,,30.0
1975,85707.0,600.0,300.0,100.0,70.0
1976,85708.0,600.0,100.0,50.0,70.0
1977,85709.0,500.0,200.0,1000.0,250.0
1978,85710.0,,,,
1979,85711.0,50.0,100.0,15.0,0.0
1980,85712.0,600.0,100.0,100.0,0.0
1981,85713.0,150.0,80.0,85.0,0.0
1982,85714.0,200.0,300.0,200.0,150.0
1983,85715.0,0.0,200.0,0.0,10.0
1984,85716.0,200.0,0.0,342.0,0.0
1985,85717.0,600.0,0.0,642.0,20.0
1986,85718.0,200.0,150.0,30.0,0.0
1987,85719.0,1200.0,300.0,100.0,100.0
1988,85720.0,700.0,25.0,400.0,0.0
1989,85721.0,800.0,200.0,250.0,50.0
1990,85722.0,2142.0,1285.0,857.0,214.0
1991,85723.0,400.0,100.0,150.0,0.0
1992,85724.0,,,,
1993,85725.0,500.0,40.0,15.0,0.0
1994,85726.0,650.0,0.0,0.0,100.0
1995,85727.0,642.0,128.0,214.0,50.0
1996,85728.0,535.0,0.0,0.0,0.0
1997,85729.0,1500.0,0.0,100.0,0.0
1998,85730.0,200.0,0.0,40.0,0.0
1999,85731.0,,,,
2000,85732.0,400.0,100.0,200.0,150.0
2001,85733.0,500.0,0.0,50.0,0.0
2002,85734.0,0.0,800.0,200.0,100.0
2003,85735.0,200.0,50.0,42.0,64.0
2004,85736.0,400.0,0.0,150.0,0.0
2005,85737.0,850.0,120.0,100.0,30.0
2006,85738.0,300.0,0.0,40.0,0.0
2007,85739.0,300.0,50.0,200.0,20.0
2008,85740.0,400.0,0.0,0.0,0.0
2009,85741.0,400.0,50.0,40.0,0.0
2010,85742.0,0.0,500.0,40.0,0.0
2011,85743.0,60.0,80.0,25.0,0.0
2012,85744.0,300.0,5.0,128.0,0.0
2013,85745.0,175.0,25.0,130.0,30.0
2014,85746.0,150.0,50.0,200.0,0.0
2015,85747.0,300.0,300.0,100.0,400.0
2016,85748.0,500.0,200.0,100.0,100.0
2017,85749.0,150.0,150.0,100.0,150.0
2018,85750.0,385.0,0.0,0.0,0.0
2019,85751.0,700.0,0.0,100.0,0.0
2020,85752.0,300.0,70.0,40.0,0.0
2021,85753.0,6428.0,300.0,0.0,0.0
2022,85754.0,600.0,0.0,350.0,0.0
2023,85755.0,500.0,50.0,50.0,0.0
2024,85756.0,400.0,642.0,100.0,
2025,85757.0,,,,
2026,85758.0,1000.0,0.0,100.0,0.0
2027,85759.0,1607.0,300.0,375.0,50.0
2028,85760.0,75.0,250.0,200.0,0.0
2029,85761.0,400.0,60.0,60.0,30.0
2030,85762.0,642.0,0.0,200.0,0.0
2031,85763.0,450.0,0.0,40.0,0.0
2032,85764.0,428.0,321.0,428.0,0.0
2033,85765.0,300.0,100.0,500.0,100.0
2034,85766.0,130.0,0.0,200.0,100.0
2035,85767.0,400.0,20.0,50.0,0.0
2036,85768.0,400.0,150.0,257.0,0.0
2037,85769.0,500.0,0.0,60.0,0.0
2038,85770.0,400.0,100.0,0.0,0.0
2039,85771.0,700.0,200.0,150.0,0.0
2040,85772.0,425.0,100.0,30.0,20.0
2041,85773.0,857.0,642.0,300.0,0.0
2042,85774.0,165.0,165.0,30.0,0.0
2043,85775.0,250.0,400.0,200.0,100.0
2044,85776.0,790.0,100.0,40.0,0.0
2045,85777.0,171.0,,,
2046,85778.0,214.0,0.0,85.0,0.0
2047,85779.0,1714.0,428.0,257.0,200.0
2048,85780.0,857.0,0.0,214.0,214.0
2049,85781.0,400.0,600.0,50.0,0.0
2050,85782.0,400.0,80.0,70.0,25.0
2051,85783.0,120.0,40.0,20.0,30.0
2052,85784.0,700.0,0.0,400.0,0.0
2053,85785.0,857.0,0.0,428.0,0.0
2054,85786.0,600.0,100.0,250.0,0.0
2055,85787.0,1500.0,107.0,171.0,171.0
2056,85788.0,400.0,200.0,100.0,20.0
2057,85789.0,650.0,0.0,160.0,60.0
2058,85790.0,500.0,20.0,0.0,0.0
2059,85791.0,450.0,30.0,100.0,30.0
2060,85792.0,200.0,0.0,200.0,0.0
2061,85793.0,400.0,100.0,100.0,0.0
2062,85794.0,300.0,100.0,60.0,70.0
2063,85795.0,,,,
2064,85796.0,321.0,100.0,100.0,0.0
2065,85797.0,300.0,0.0,150.0,50.0
2066,85798.0,428.0,107.0,50.0,20.0
2067,85799.0,422.0,0.0,0.0,0.0
2068,85800.0,300.0,100.0,200.0,100.0
2069,85801.0,250.0,0.0,100.0,0.0
2070,85802.0,600.0,100.0,0.0,25.0
2071,85803.0,197.0,214.0,107.0,23.0
2072,85804.0,400.0,0.0,0.0,0.0
2073,85805.0,,,,
2074,85806.0,200.0,100.0,150.0,50.0
2075,85807.0,214.0,85.0,85.0,128.0
2076,85808.0,130.0,0.0,10.0,0.0
2077,85809.0,600.0,20.0,100.0,0.0
2078,85810.0,1071.0,50.0,150.0,70.0
2079,85811.0,350.0,400.0,300.0,100.0
2080,85812.0,250.0,100.0,342.0,30.0
2081,85813.0,500.0,100.0,342.0,0.0
2082,85814.0,250.0,100.0,100.0,60.0
2083,85815.0,400.0,0.0,150.0,20.0
2084,85816.0,350.0,130.0,257.0,0.0
2085,85817.0,120.0,20.0,50.0,0.0
2086,85818.0,800.0,0.0,0.0,0.0
2087,85819.0,500.0,0.0,100.0,0.0
2088,85820.0,400.0,0.0,200.0,0.0
2089,85821.0,300.0,30.0,20.0,0.0
2090,85822.0,642.0,30.0,75.0,0.0
2091,85823.0,400.0,642.0,200.0,0.0
2092,85824.0,1714.0,200.0,300.0,128.0
2093,85825.0,214.0,128.0,754.0,0.0
2094,85826.0,600.0,0.0,0.0,0.0
2095,85827.0,400.0,40.0,200.0,0.0
2096,85828.0,800.0,120.0,40.0,15.0
2097,85829.0,400.0,50.0,0.0,0.0
2098,85830.0,350.0,20.0,280.0,0.0
2099,85831.0,200.0,90.0,30.0,0.0
2100,85832.0,500.0,0.0,200.0,0.0
2101,85833.0,857.0,0.0,,50.0
2102,85834.0,300.0,0.0,0.0,0.0
2103,85835.0,,,,
2104,85836.0,642.0,300.0,0.0,128.0
2105,85837.0,514.0,0.0,0.0,0.0
2106,85838.0,100.0,600.0,100.0,0.0
2107,85839.0,285.0,0.0,60.0,0.0
2108,85840.0,600.0,125.0,200.0,100.0
2109,85841.0,1000.0,25.0,300.0,100.0
2110,85842.0,150.0,128.0,192.0,35.0
2111,85843.0,400.0,400.0,50.0,0.0
2112,85844.0,400.0,50.0,64.0,20.0
2113,85845.0,,,,
2114,85846.0,1000.0,0.0,300.0,0.0
2115,85847.0,500.0,0.0,200.0,0.0
2116,85848.0,700.0,0.0,500.0,50.0
2117,85849.0,300.0,100.0,200.0,30.0
2118,85850.0,535.0,128.0,30.0,0.0
2119,85851.0,400.0,0.0,0.0,0.0
2120,85852.0,500.0,20.0,20.0,0.0
2121,85853.0,350.0,45.0,257.0,0.0
2122,85854.0,600.0,80.0,100.0,20.0
2123,85855.0,150.0,62.0,30.0,0.0
2124,85856.0,1200.0,0.0,100.0,60.0
2125,85857.0,550.0,0.0,200.0,0.0
2126,85858.0,150.0,0.0,80.0,0.0
2127,85859.0,400.0,0.0,100.0,0.0
2128,85860.0,400.0,200.0,250.0,0.0
2129,85861.0,800.0,0.0,300.0,50.0
2130,85862.0,428.0,428.0,128.0,85.0
2131,85863.0,250.0,0.0,0.0,0.0
2132,85864.0,400.0,300.0,60.0,20.0
2133,85865.0,800.0,50.0,200.0,60.0
2134,85866.0,650.0,400.0,100.0,0.0
2135,85867.0,400.0,100.0,,25.0
2136,85868.0,800.0,100.0,0.0,0.0
2137,85869.0,100.0,642.0,0.0,0.0
2138,85870.0,642.0,21.0,0.0,0.0
2139,85871.0,650.0,150.0,40.0,0.0
2140,85872.0,,,,
2141,85873.0,0.0,350.0,40.0,0.0
2142,85874.0,600.0,100.0,200.0,0.0
2143,85875.0,214.0,0.0,171.0,85.0
2144,85876.0,800.0,0.0,400.0,40.0
2145,85877.0,400.0,428.0,214.0,214.0
2146,85878.0,171.0,85.0,257.0,85.0
2147,85879.0,500.0,150.0,200.0,0.0
2148,85880.0,0.0,300.0,40.0,535.0
2149,85881.0,400.0,200.0,250.0,0.0
2150,85882.0,400.0,60.0,25.0,9.0
2151,85883.0,500.0,200.0,100.0,50.0
2152,85884.0,428.0,0.0,100.0,214.0
2153,85885.0,100.0,150.0,4.0,0.0
2154,85886.0,120.0,0.0,200.0,30.0
2155,85887.0,80.0,30.0,0.0,0.0
2156,85888.0,1285.0,0.0,428.0,0.0
2157,85889.0,200.0,0.0,200.0,0.0
2158,85890.0,1000.0,200.0,500.0,50.0
2159,85891.0,300.0,0.0,50.0,0.0
2160,85892.0,,,,
2161,85893.0,514.0,40.0,120.0,0.0
2162,85894.0,550.0,150.0,857.0,0.0
2163,85895.0,425.0,100.0,30.0,20.0
2164,85896.0,450.0,0.0,,0.0
2165,85897.0,800.0,300.0,40.0,40.0
2166,85898.0,300.0,0.0,50.0,50.0
2167,85899.0,400.0,70.0,70.0,0.0
2168,85900.0,342.0,,0.0,0.0
2169,85901.0,800.0,200.0,200.0,0.0
2170,85902.0,1000.0,200.0,200.0,100.0
2171,85903.0,400.0,0.0,0.0,20.0
2172,85904.0,194.0,70.0,75.0,35.0
2173,85905.0,200.0,20.0,150.0,50.0
2174,85906.0,400.0,100.0,35.0,20.0
2175,85907.0,800.0,25.0,100.0,0.0
2176,85908.0,857.0,0.0,0.0,0.0
2177,85909.0,857.0,0.0,100.0,0.0
2178,85910.0,857.0,0.0,428.0,85.0
2179,85911.0,321.0,107.0,85.0,85.0
2180,85912.0,150.0,32.0,0.0,0.0
2181,85913.0,1071.0,150.0,300.0,75.0
2182,85914.0,400.0,200.0,200.0,0.0
2183,85915.0,450.0,30.0,30.0,20.0
2184,85916.0,642.0,428.0,150.0,0.0
2185,85917.0,150.0,50.0,600.0,600.0
2186,85918.0,,200.0,642.0,100.0
2187,85919.0,857.0,100.0,200.0,30.0
2188,85920.0,250.0,0.0,150.0,0.0
2189,85921.0,250.0,0.0,400.0,0.0
2190,85922.0,642.0,428.0,257.0,128.0
2191,85923.0,400.0,100.0,90.0,40.0
2192,85924.0,2000.0,0.0,400.0,0.0
2193,85925.0,300.0,0.0,0.0,0.0
2194,85926.0,600.0,0.0,100.0,0.0
2195,85927.0,400.0,0.0,200.0,70.0
2196,85928.0,428.0,85.0,70.0,0.0
2197,85929.0,500.0,0.0,150.0,0.0
2198,85930.0,257.0,278.0,100.0,0.0
2199,85931.0,50.0,25.0,40.0,0.0
2200,85932.0,428.0,64.0,0.0,0.0
2201,85933.0,514.0,0.0,128.0,0.0
2202,85934.0,400.0,200.0,50.0,0.0
2203,85935.0,100.0,0.0,0.0,0.0
2204,85936.0,300.0,30.0,0.0,20.0
2205,85937.0,300.0,0.0,90.0,60.0
2206,85938.0,500.0,200.0,100.0,0.0
2207,85939.0,400.0,0.0,100.0,50.0
2208,85940.0,550.0,0.0,200.0,0.0
2209,85941.0,500.0,25.0,15.0,40.0
2210,85942.0,0.0,500.0,100.0,0.0
2211,85943.0,257.0,40.0,80.0,30.0
2212,85944.0,500.0,200.0,100.0,50.0
2213,85945.0,600.0,150.0,300.0,0.0
2214,85946.0,300.0,200.0,100.0,0.0
2215,85947.0,200.0,45.0,20.0,60.0
2216,85948.0,250.0,150.0,50.0,50.0
2217,85949.0,500.0,0.0,40.0,0.0
2218,85950.0,400.0,300.0,300.0,0.0
2219,85951.0,500.0,0.0,200.0,150.0
2220,85952.0,800.0,200.0,90.0,0.0
2221,85953.0,400.0,0.0,150.0,0.0
2222,85954.0,,,,
2223,85955.0,350.0,0.0,50.0,0.0
2224,85956.0,300.0,70.0,40.0,0.0
2225,85957.0,500.0,15.0,0.0,10.0
2226,85958.0,214.0,30.0,50.0,30.0
2227,85959.0,600.0,100.0,100.0,50.0
2228,85960.0,900.0,0.0,0.0,0.0
2229,85961.0,240.0,460.0,492.0,0.0
2230,85962.0,600.0,150.0,300.0,75.0
2231,85963.0,278.0,214.0,128.0,0.0
2232,85964.0,500.0,125.0,200.0,0.0
2233,85965.0,771.0,0.0,0.0,0.0
2234,85966.0,800.0,200.0,642.0,0.0
2235,85967.0,300.0,0.0,200.0,0.0
2236,85968.0,107.0,0.0,58.0,25.0
2237,85969.0,428.0,642.0,,
2238,85970.0,600.0,200.0,0.0,20.0
2239,85971.0,428.0,214.0,0.0,0.0
2240,85972.0,250.0,150.0,60.0,25.0
2241,85973.0,600.0,0.0,60.0,
2242,85974.0,,,,
2243,85975.0,600.0,100.0,200.0,50.0
2244,85976.0,428.0,642.0,,
2245,85977.0,600.0,200.0,400.0,60.0
2246,85978.0,428.0,200.0,1071.0,0.0
2247,85979.0,857.0,857.0,200.0,200.0
2248,85980.0,300.0,0.0,200.0,0.0
2249,85981.0,400.0,0.0,100.0,0.0
2250,85982.0,700.0,200.0,100.0,100.0
2251,85983.0,0.0,300.0,0.0,214.0
2252,85984.0,428.0,214.0,200.0,75.0
2253,85985.0,300.0,200.0,300.0,100.0
2254,85986.0,400.0,,0.0,0.0
2255,85987.0,550.0,75.0,350.0,0.0
2256,85988.0,857.0,857.0,428.0,0.0
2257,85989.0,,,,
2258,85990.0,600.0,40.0,400.0,0.0
2259,85991.0,450.0,100.0,100.0,
2260,85992.0,700.0,0.0,80.0,30.0
2261,85993.0,500.0,200.0,50.0,20.0
2262,85994.0,800.0,300.0,400.0,50.0
2263,85995.0,500.0,200.0,200.0,0.0
2264,85996.0,300.0,200.0,200.0,100.0
2265,85997.0,342.0,15.0,300.0,0.0
2266,85998.0,500.0,200.0,50.0,0.0
2267,85999.0,100.0,300.0,160.0,30.0
2268,86000.0,250.0,100.0,342.0,30.0
2269,86001.0,1400.0,0.0,85.0,85.0
2270,86002.0,194.0,70.0,75.0,35.0
2271,86003.0,50.0,0.0,0.0,22.0
2272,86004.0,200.0,321.0,321.0,0.0
2273,86005.0,1000.0,0.0,200.0,0.0
2274,86006.0,500.0,0.0,200.0,0.0
2275,86007.0,600.0,100.0,100.0,100.0
2276,86008.0,300.0,100.0,30.0,0.0
2277,86009.0,800.0,200.0,100.0,0.0
2278,86010.0,200.0,0.0,0.0,27.0
2279,86011.0,1000.0,300.0,500.0,0.0
2280,86012.0,400.0,20.0,0.0,0.0
2281,86013.0,800.0,0.0,,0.0
2282,86014.0,700.0,0.0,100.0,100.0
2283,86015.0,535.0,0.0,214.0,128.0
2284,86016.0,800.0,150.0,200.0,50.0
2285,86017.0,200.0,100.0,0.0,0.0
2286,86018.0,600.0,200.0,200.0,0.0
2287,86019.0,300.0,100.0,200.0,0.0
2288,86020.0,800.0,100.0,200.0,20.0
2289,86021.0,257.0,85.0,214.0,0.0
2290,86022.0,300.0,200.0,200.0,30.0
2291,86023.0,400.0,857.0,428.0,0.0
2292,86024.0,500.0,200.0,100.0,0.0
2293,86025.0,642.0,85.0,214.0,428.0
